0.000000000000000000e+00,1.000000000000000000e+00
6.346651825433925753e-02,9.959881607449357910e-01
1.269330365086785151e-01,9.841434843554768275e-01
1.903995547630177865e-01,9.650162404628296331e-01
2.538660730173570301e-01,9.394540794320027643e-01
3.173325912716962738e-01,9.085127864911812789e-01
3.807991095260355729e-01,8.733563724868259603e-01
4.442656277803748166e-01,8.351623751063316226e-01
5.077321460347140603e-01,7.950440565450908048e-01
5.711986642890533039e-01,7.539954705829210457e-01
6.346651825433925476e-01,7.128600481972072744e-01
6.981317007977317912e-01,6.723195872807546936e-01
7.615982190520711459e-01,6.328986353864083370e-01
8.250647373064103896e-01,5.949789179072308976e-01
8.885312555607496332e-01,5.588191237794402078e-01
9.519977738150888769e-01,5.245764702254417378e-01
1.015464292069428121e+00,4.923276330085324948e-01
1.078930810323767364e+00,4.620876291976565020e-01
1.142397328578106608e+00,4.338259928920232822e-01
1.205863846832445851e+00,4.074800929808827799e-01
1.269330365086785095e+00,3.829657484989126282e-01
1.332796883341124339e+00,3.601854553099880230e-01
1.396263401595463582e+00,3.390345971349269516e-01
1.459729919849802826e+00,3.194060132697872367e-01
1.523196438104142292e+00,3.011932624323749308e-01
1.586662956358481535e+00,2.842928751850364311e-01
1.650129474612820779e+00,2.686058372856391929e-01
1.713595992867160023e+00,2.540384991281629534e-01
1.777062511121499266e+00,2.405030649690771405e-01
1.840529029375838510e+00,2.279177807988244375e-01
1.903995547630177754e+00,2.162069113534726694e-01
1.967462065884516997e+00,2.053005741976628995e-01
2.030928584138856241e+00,1.951344811806439705e-01
2.094395102393195707e+00,1.856496239924927405e-01
2.157861620647534728e+00,1.767919302228956602e-01
2.221328138901874194e+00,1.685119085572610309e-01
2.284794657156213216e+00,1.607642959604912158e-01
2.348261175410552681e+00,1.535077154345723671e-01
2.411727693664891703e+00,1.467043498261000889e-01
2.475194211919231169e+00,1.403196349185719949e-01
2.538660730173570190e+00,1.343219734518601993e-01
2.602127248427909656e+00,1.286824705998492191e-01
2.665593766682248678e+00,1.233746906796239773e-01
2.729060284936588143e+00,1.183744343661014553e-01
2.792526803190927165e+00,1.136595353730372460e-01
2.855993321445266631e+00,1.092096753816437088e-01
2.919459839699605652e+00,1.050062159122572419e-01
2.982926357953945118e+00,1.010320458136239052e-01
3.046392876208284584e+00,9.727144306730331480e-02
3.109859394462623605e+00,9.370994965608060723e-02
3.173325912716963071e+00,9.033425831413374740e-02
3.236792430971302093e+00,8.713211005520561658e-02
3.300258949225641558e+00,8.409220145771680033e-02
3.363725467479980580e+00,8.120410076887732420e-02
3.427191985734320046e+00,7.845817197091332906e-02
3.490658503988659067e+00,7.584550602992158608e-02
3.554125022242998533e+00,7.335785862064415908e-02
3.617591540497337554e+00,7.098759368811945192e-02
3.681058058751677020e+00,6.872763226952736948e-02
3.744524577006016042e+00,6.657140605663884603e-02
3.807991095260355507e+00,6.451281523127093409e-02
3.871457613514694529e+00,6.254619015330227516e-02
3.934924131769033995e+00,6.066625652342750447e-02
3.998390650023373016e+00,5.886810368126158682e-02
4.061857168277712482e+00,5.714715573398670978e-02
4.125323686532051504e+00,5.549914524180453446e-02
4.188790204786391413e+00,5.392008921433547042e-02
4.252256723040730435e+00,5.240626719710377718e-02
4.315723241295069457e+00,5.095420124964140929e-02
4.379189759549408478e+00,4.956063763680280954e-02
4.442656277803748388e+00,4.822253007284102444e-02
4.506122796058087410e+00,4.693702437387547305e-02
4.569589314312426431e+00,4.570144438877729587e-02
4.633055832566765453e+00,4.451327909139057154e-02
4.696522350821105363e+00,4.337017072855384181e-02
4.759988869075444384e+00,4.226990392873264391e-02
4.823455387329783406e+00,4.121039568534631131e-02
4.886921905584122428e+00,4.018968613718879729e-02
4.950388423838462337e+00,3.920593007580278067e-02
5.013854942092801359e+00,3.825738911636420575e-02
5.077321460347140381e+00,3.734242447464897197e-02
5.140787978601480290e+00,3.645949029805982400e-02
5.204254496855819312e+00,3.560712750355309736e-02
5.267721015110158334e+00,3.478395807967928077e-02
5.331187533364497355e+00,3.398867981389174647e-02
5.394654051618837265e+00,3.322006140982713962e-02
5.458120569873176287e+00,3.247693796246246128e-02
5.521587088127515308e+00,3.175820676194238829e-02
5.585053606381854330e+00,3.106282339947892199e-02
5.648520124636194240e+00,3.038979815108265592e-02
5.711986642890533261e+00,2.973819261701683009e-02
5.775453161144872283e+00,2.910711659679445992e-02
5.838919679399211304e+00,2.849572518128617310e-02
5.902386197653551214e+00,2.790321604509003045e-02
5.965852715907890236e+00,2.732882692375071185e-02
6.029319234162229257e+00,2.677183326171916553e-02
6.092785752416569167e+00,2.623154601812809766e-02
6.156252270670908189e+00,2.570730961853479740e-02
6.219718788925247210e+00,2.519850004176183919e-02
6.283185307179586232e+00,2.470452303185764059e-02
