-1.570796326794896558e+01,6.293095496226441377e+00,-1.570796326794896558e+01,2.308304740465685900e-01,0.000000000000000000e+00,3.333333333333333148e-01
-1.567651589403915757e+01,6.797477462105227630e+00,-1.569223958099406246e+01,2.309268826592475732e-01,1.572368695490386839e-02,3.386164150833588793e-01
-1.564506852012934957e+01,7.164923707645120210e+00,-1.567651589403915757e+01,2.310234115154883583e-01,3.144737390980773678e-02,3.439857834001828207e-01
-1.561362114621954156e+01,7.381056355192805896e+00,-1.566079220708425446e+01,2.311200608638597220e-01,4.717106086471160864e-02,3.494452929196967816e-01
-1.558217377230973533e+01,7.444198380448693086e+00,-1.564506852012934957e+01,2.312168309536450361e-01,6.289474781961547356e-02,3.549987740006997350e-01
-1.555072639839992732e+01,7.365551445801269637e+00,-1.562934483317444645e+01,2.313137220348448486e-01,7.861843477451933848e-02,3.606500302710181072e-01
-1.551927902449011931e+01,7.167535753218110983e+00,-1.561362114621954156e+01,2.314107343581794651e-01,9.434212172942321728e-02,3.664028357783631895e-01
-1.548783165058031130e+01,6.880536636957300445e+00,-1.559789745926463844e+01,2.315078681750915579e-01,1.100658086843270822e-01,3.722609317133659390e-01
-1.545638427667050330e+01,6.538545626687413126e+00,-1.558217377230973533e+01,2.316051237377489413e-01,1.257894956392309471e-01,3.782280226724050176e-01
-1.542493690276069529e+01,6.174352133795935949e+00,-1.556645008535483043e+01,2.317025012990472921e-01,1.415131825941348120e-01,3.843077724281231400e-01
-1.539348952885088906e+01,5.815009836724611247e+00,-1.555072639839992732e+01,2.318000011126124804e-01,1.572368695490386770e-01,3.905037991759405247e-01
-1.536204215494108105e+01,5.478258820195343048e+00,-1.553500271144502243e+01,2.318976234328035957e-01,1.729605565039425419e-01,3.968196702254706554e-01
-1.533059478103127304e+01,5.170437188688945085e+00,-1.551927902449011931e+01,2.319953685147155553e-01,1.886842434588464346e-01,4.032588961065422528e-01
-1.529914740712146504e+01,4.886186910682098095e+00,-1.550355533753521442e+01,2.320932366141818248e-01,2.044079304137502995e-01,4.098249240605917887e-01
-1.526770003321165703e+01,4.609983299408460411e+00,-1.548783165058031130e+01,2.321912279877770824e-01,2.201316173686541644e-01,4.165211308895452325e-01
-1.523625265930184902e+01,4.319238168881351925e+00,-1.547210796362540819e+01,2.322893428928199389e-01,2.358553043235580293e-01,4.233508151360108052e-01
-1.520480528539204101e+01,3.988486291186591259e+00,-1.545638427667050330e+01,2.323875815873759076e-01,2.515789912784618942e-01,4.303171885707084976e-01
-1.517335791148223478e+01,3.594000273363753273e+00,-1.544066058971560018e+01,2.324859443302598749e-01,2.673026782333657869e-01,4.374233669656090173e-01
-1.514191053757242678e+01,3.118115609075818639e+00,-1.542493690276069529e+01,2.325844313810389585e-01,2.830263651882696241e-01,4.446723601343173793e-01
-1.511046316366261877e+01,2.552595084321691132e+00,-1.540921321580579217e+01,2.326830430000355332e-01,2.987500521431735168e-01,4.520670612248556264e-01
-1.507901578975281076e+01,1.900512492046461999e+00,-1.539348952885088906e+01,2.327817794483296177e-01,3.144737390980773539e-01,4.596102352542432712e-01
-1.504756841584300275e+01,1.176366374998703890e+00,-1.537776584189598417e+01,2.328806409877621775e-01,3.301974260529812466e-01,4.673045068791913392e-01
-1.501612104193319475e+01,4.044095860307742596e-01,-1.536204215494108105e+01,2.329796278809373455e-01,3.459211130078850838e-01,4.751523474028876981e-01
-1.498467366802338674e+01,-3.845426692513836953e-01,-1.534631846798617616e+01,2.330787403912258360e-01,3.616447999627889764e-01,4.831560610242877085e-01
-1.495322629411358051e+01,-1.157327721412492183e+00,-1.533059478103127304e+01,2.331779787827675254e-01,3.773684869176928691e-01,4.913177703436107380e-01
-1.492177892020377250e+01,-1.883016131713471264e+00,-1.531487109407636815e+01,2.332773433204742286e-01,3.930921738725967063e-01,4.996394011459072693e-01
-1.489033154629396449e+01,-2.537144383317618157e+00,-1.529914740712146504e+01,2.333768342700327236e-01,4.088158608275005990e-01,5.081226664936402404e-01
-1.485888417238415649e+01,-3.104939684542259215e+00,-1.528342372016656192e+01,2.334764518979077219e-01,4.245395477824044361e-01,5.167690501692497884e-01
-1.482743679847434848e+01,-3.583033206613501775e+00,-1.526770003321165703e+01,2.335761964713445049e-01,4.402632347373083288e-01,5.255797895196563374e-01
-1.479598942456454047e+01,-3.979392452826721716e+00,-1.525197634625675391e+01,2.336760682583720328e-01,4.559869216922121660e-01,5.345558577665893152e-01
-1.476454205065473424e+01,-4.311479810033937099e+00,-1.523625265930184902e+01,2.337760675278059697e-01,4.717106086471160586e-01,5.436979458595020409e-01
-1.473309467674492623e+01,-4.602919987488363063e+00,-1.522052897234694591e+01,2.338761945492511540e-01,4.874342956020198958e-01,5.530064439615953731e-01
-1.470164730283511823e+01,-4.879191413112449638e+00,-1.520480528539204101e+01,2.339764495931052624e-01,5.031579825569237885e-01,5.624814226740622036e-01
-1.467019992892531022e+01,-5.163009803248950647e+00,-1.518908159843713790e+01,2.340768329305610296e-01,5.188816695118276812e-01,5.721226141189805769e-01
-1.463875255501550221e+01,-5.470122321044314617e+00,-1.517335791148223478e+01,2.341773448336099406e-01,5.346053564667315738e-01,5.819293930172133589e-01
-1.460730518110569420e+01,-5.806170127446487861e+00,-1.515763422452732989e+01,2.342779855750446727e-01,5.503290434216353555e-01,5.919007579140412867e-01
-1.457585780719588797e+01,-6.165114925699704429e+00,-1.514191053757242678e+01,2.343787554284622598e-01,5.660527303765392482e-01,6.020353127218797118e-01
-1.454441043328607996e+01,-6.529486189261406004e+00,-1.512618685061752188e+01,2.344796546682674232e-01,5.817764173314431408e-01,6.123312487660713677e-01
-1.451296305937627196e+01,-6.872426863169303068e+00,-1.511046316366261877e+01,2.345806835696750137e-01,5.975001042863470335e-01,6.227863275361374962e-01
-1.448151568546646395e+01,-7.161239338201283111e+00,-1.509473947670771565e+01,2.346818424087137034e-01,6.132237912412508152e-01,6.333978643606830161e-01
-1.445006831155665594e+01,-7.361902884405958858e+00,-1.507901578975281076e+01,2.347831314622285670e-01,6.289474781961547079e-01,6.441627132390534971e-01
-1.441862093764684793e+01,-7.443883991793144972e+00,-1.506329210279790765e+01,2.348845510078843846e-01,6.446711651510586005e-01,6.550772530764304991e-01
-1.438717356373703993e+01,-7.384515255300311942e+00,-1.504756841584300275e+01,2.349861013241687224e-01,6.603948521059624932e-01,6.661373755809054664e-01
-1.435572618982723370e+01,-7.172283618460912891e+00,-1.503184472888809964e+01,2.350877826903948475e-01,6.761185390608663859e-01,6.773384750907422980e-01
-1.432427881591742569e+01,-6.808534933181412896e+00,-1.501612104193319475e+01,2.351895953867052247e-01,6.918422260157701675e-01,6.886754406070521028e-01
-1.429283144200761768e+01,-6.307343341393208291e+00,-1.500039735497829163e+01,2.352915396940742365e-01,7.075659129706740602e-01,7.001426503109687838e-01
-1.426138406809780967e+01,-5.693573778125862184e+00,-1.498467366802338674e+01,2.353936158943116530e-01,7.232895999255779529e-01,7.117339688446528978e-01
-1.422993669418800167e+01,-4.999440900550406575e+00,-1.496894998106848362e+01,2.354958242700655457e-01,7.390132868804818456e-01,7.234427476315773431e-01
-1.419848932027819366e+01,-4.260095685383729958e+00,-1.495322629411358051e+01,2.355981651048256742e-01,7.547369738353857382e-01,7.352618285031298218e-01
-1.416704194636838565e+01,-3.508916798049508845e+00,-1.493750260715867562e+01,2.357006386829265110e-01,7.704606607902895199e-01,7.471835508851787377e-01
-1.413559457245857942e+01,-2.773225272070531044e+00,-1.492177892020377250e+01,2.358032452895506559e-01,7.861843477451934126e-01,7.591997627795674664e-01
-1.410414719854877141e+01,-2.071071797790241753e+00,-1.490605523324886761e+01,2.359059852107316946e-01,8.019080347000973052e-01,7.713018357512478884e-01
-1.407269982463896341e+01,-1.409576815723887711e+00,-1.489033154629396449e+01,2.360088587333578070e-01,8.176317216550011979e-01,7.834806841017919465e-01
-1.404125245072915540e+01,-7.850608387091724261e-01,-1.487460785933906138e+01,2.361118661451749035e-01,8.333554086099049796e-01,7.957267883742538128e-01
-1.400980507681934739e+01,-1.849235296791046923e-01,-1.485888417238415649e+01,2.362150077347897614e-01,8.490790955648088723e-01,8.080302232929297279e-01
-1.397835770290953938e+01,4.090418678629084703e-01,-1.484316048542925337e+01,2.363182837916735501e-01,8.648027825197127649e-01,8.203806901946656405e-01
-1.394691032899973138e+01,1.016435111771089250e+00,-1.482743679847434848e+01,2.364216946061647173e-01,8.805264694746166576e-01,8.327675539564403095e-01
-1.391546295508992515e+01,1.653812486476383015e+00,-1.481171311151944536e+01,2.365252404694728194e-01,8.962501564295205503e-01,8.451798843675457640e-01
-1.388401558118011714e+01,2.330737823367115880e+00,-1.479598942456454047e+01,2.366289216736814638e-01,9.119738433844243319e-01,8.576065018345537805e-01
-1.385256820727030913e+01,3.046955899311905025e+00,-1.478026573760963736e+01,2.367327385117517224e-01,9.276975303393282246e-01,8.700360272443142806e-01
-1.382112083336050112e+01,3.791148820056276403e+00,-1.476454205065473424e+01,2.368366912775257960e-01,9.434212172942321173e-01,8.824569357455309682e-01
-1.378967345945069312e+01,4.541490020196073729e+00,-1.474881836369982935e+01,2.369407802657297613e-01,9.591449042491360100e-01,8.948576141442518006e-01
-1.375822608554088688e+01,5.267930822753120523e+00,-1.473309467674492623e+01,2.370450057719776238e-01,9.748685912040397916e-01,9.072264215441946389e-01
-1.372677871163107888e+01,5.935884302897317610e+00,-1.471737098979002134e+01,2.371493680927743430e-01,9.905922781589436843e-01,9.195517528006548202e-01
-1.369533133772127087e+01,6.510752251510298017e+00,-1.470164730283511823e+01,2.372538675255191631e-01,1.006315965113847577e+00,9.318221042982742786e-01
-1.366388396381146286e+01,6.962607208952444893e+00,-1.468592361588021333e+01,2.373585043685095819e-01,1.022039652068751359e+00,9.440261415096856679e-01
-1.363243658990165486e+01,7.270313599733367660e+00,-1.467019992892531022e+01,2.374632789209440709e-01,1.037763339023655362e+00,9.561527677454283447e-01
-1.360098921599184685e+01,7.424454389795949183e+00,-1.465447624197040710e+01,2.375681914829261276e-01,1.053487025978559144e+00,9.681911934669282793e-01
-1.356954184208203884e+01,7.428609847299592950e+00,-1.463875255501550221e+01,2.376732423554674956e-01,1.069210712933463148e+00,9.801310055049983205e-01
-1.353809446817223261e+01,7.298785276383258136e+00,-1.462302886806059909e+01,2.377784318404915775e-01,1.084934399888366929e+00,9.919622355072692521e-01
-1.350664709426242460e+01,7.061066551900783139e+00,-1.460730518110569420e+01,2.378837602408373775e-01,1.100658086843270711e+00,1.003675426930074277e+00
-1.347519972035261659e+01,6.747852555124978835e+00,-1.459158149415079109e+01,2.379892278602624145e-01,1.116381773798174715e+00,1.015261699894121072e+00
-1.344375234644280859e+01,6.393230621865667374e+00,-1.457585780719588797e+01,2.380948350034468308e-01,1.132105460753078496e+00,1.026712813239093913e+00
-1.341230497253300058e+01,6.028191478963774053e+00,-1.456013412024098308e+01,2.382005819759965837e-01,1.147829147707982500e+00,1.038021223140114246e+00
-1.338085759862319257e+01,5.676403808081315283e+00,-1.454441043328607996e+01,2.383064690844470812e-01,1.163552834662886282e+00,1.049180137688354275e+00
-1.334941022471338457e+01,5.351181904238027087e+00,-1.452868674633117507e+01,2.384124966362672626e-01,1.179276521617790063e+00,1.060183566888466711e+00
